vegetarian,vegan,gluten_free,dairy_free,ready_in_minutes,servings,calories,protein,carbs,fat,age,height_cm,weight_kg,goal_rate,sex_male,activity_level_lightly_active,goal_lose
0,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0
